111,JAWA TIMUR,MOJOKERTO,PUNGGING,TUNGGALPAGER,"Jl. Raya Brawijaya No. 229 Rt. 002 Rw. 001 Dusun Wongiri Desa Tunggalpager, Kecamatan Pungging, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Pungging Tunggalpager 2
112,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,NANGGULAN,DONOMULYO,"Lengkong, Donomulyo, Kec. Nanggulan, Kab. Kulon Progo, Daerah Istimewa Yogyakarta",SPPG Kulon Progo Nanggulan Donomulyo
113,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,BANTARGEBANG,"Kampung Bantar Gebang Jl. Pangkalan 1B No. 14 03/05, Bantargebang, Kec. Bantargebang, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Bantargebang Bantargebang 2
114,JAWA TIMUR,PAMEKASAN,WARU,SUMBER WARU,"Dusun Gulu`An, Sumber Waru, Kec. Waru, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Waru Sumber Waru
115,JAWA TIMUR,BONDOWOSO,BONDOWOSO,KADEMANGAN,"Kelurahan Kademangan, Kecamatan Bondowoso, Kabupaten Bondowoso, Jawa Timur",SPPG Bondowoso Bondowoso Kademangan 2
116,BANTEN,SERANG,KRAMATWATU,KRAMATWATU,"Desa Kramatwatu, Kecamatan Kramatwatu, Kabupaten Serang, Banten",SPPG Serang Kramatwatu Kramatwatu 2
117,JAWA TENGAH,PEMALANG,PEMALANG,MULYOHARJO,"Mulyoharjo, Kecamatan Pemalang, Kabupaten Pemalang, Jawa Tengah",SPPG Pemalang Pemalang Mulyoharjo
118,JAWA TENGAH,PATI,MARGOREJO,MUKTIHARJO,"Jl. Soewondo Kel. Muktiharjo, Kec. Margorejo, Kab. Pati, Jawa Tengah",SPPG Pati Margorejo Muktiharjo 4
119,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,"Jl. Ciledug Raya No.17 Rt 4 Rw 5, Kel. Cipulir, Kecamatan Kecamatan Kebayoran Lama, Kota Adm. Jakarta Selatan, Dki Jakarta",SPPG Jaksel Kebayoran Lama Cipulir 4
120,SUMATERA BARAT,KOTA PADANG,PADANG TIMUR,KUBU DALAM PARAK KARAKAH,"Jl. Kubu Dalam No.12, Rt. 003 Rw. 001, Kel. Kubu Dalam Parak Karakah, Kec. Padang Timur, Kota Madya Padang,Sumatra Barat",SPPG Kota Padang Padang Timur Kubu Dalam Parak Karakah 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
121,JAWA TIMUR,MALANG,KEPANJEN,JATIREJOYOSO,"Jl. Masjid Dusun Mergosingo, Jatirejoyoso, Kepanjen, Kab. Malang, Jawa Timur",SPPG Malang Kepanjen Jatirejoyoso
122,JAWA BARAT,CIANJUR,CIJATI,PARAKANTUGU,Kampung Tugu Rt 003 Rw 002,SPPG Cianjur Cijati Parakantugu 2
123,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,TELADAN TIMUR,"Jl. Pelajar No. 19/Jalan Aman 1 No.41 Teladan Timur, Kecamatan Medan Kota, Kota Medan, Sumatera Utara",SPPG Kota Medan Medan Kota Teladan Timur 3
124,JAWA TENGAH,BOYOLALI,BOYOLALI,SISWODIPURAN,"Jl. Jambu No. 5 Rt 02 Rw 08, Siswodipuran, Kecamatan Boyolali, Kabupaten Boyolali, Jawa Tengah",SPPG Boyolali Boyolali Siswodipuran 4
125,BENGKULU,KOTA BENGKULU,KAMPUNG MELAYU,KANDANG MAS,"Batalyon B Pelopor Jl. Setia Negara 6 Rt 28 Rw 04 Kel. Kandang Mas Kec. Kampung Melayu Kota Bengkulu, Kandang Mas, Kampung Melayu, Kota Bengkulu, Bengkulu",SPPG Mabes Polri 3
126,JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI KIDUL,"Jl.Raya Cileungsi Jonggol Km 1, Cileungsi, Bogor, Cileungsi Kidul, Kec. Cileungsi, Kab. Bogor, Jawa Barat",SPPG Bogor Cileungsi Cileungsi Kidul
127,JAWA TENGAH,BANYUMAS,KALIBAGOR,KALIORI,"Desa Kaliori Rt 004 Rw 007 Kec.Kalibagor Kab. Banyumas, Kaliori, Kec. Kalibagor, Kab. Banyumas, Jawa Tengah",SPPG Banyumas Kalibagor Kaliori
128,JAWA TIMUR,JOMBANG,JOMBANG,JOMBATAN,"Jl. Kh Dewantara No.54 Rt 002 Rw 001, Jombatan, Kec. Jombang, Kab. Jombang, Jawa Timur",SPPG Jombang Jombang Jombatan 6
129,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,"Jl. Cipinang Cempedak II No. 37, Cipinang Cempedak, Kec. Jatinegara, Kota Adm. Jakarta Timur, Dki Jakarta",SPPG Jaktim Jatinegara Cipinang Cempedak 4
130,NUSA TENGGARA TIMUR,KOTA KUPANG,MAULAFA,OEPURA,"Jl. Fetor Foenay RT 09 RW 04, OEPURA, MAULAFA, KOTA KUPANG, NUSA TENGGARA TIMUR",SPPG Kota Kupang Maulafa Oepura
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
131,JAWA TENGAH,BLORA,TODANAN,COKROWATI,"Dukuh Cokrowati Rt 002 Rw 002 Kel. Cokrowati, Kecamatan Todanan, Kabupaten Blora, Jawa Tengah",SPPG Blora Todanan Cokrowati 2
132,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,"Jl. Warakas III Gang 5 No.21, Rt. 7 Rw. 3, Warakas, Kec. Tanjung Priok, Kota Adm. Jakarta Utara, Dki Jakarta",SPPG Jakut Tanjung Priok Warakas 4
133,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,"Jalan Raya Rajadanu-Sindangbarang, RT 003 RW 001, Desa Rajadanu, Kecamatan Japara, Kabupaten Kuningan, Jawa Barat",SPPG Kuningan Japara Rajadanu
134,JAWA TIMUR,SAMPANG,SOKOBANAH,SOKOBANAH DAYA,"Dusun Lembung, Desa Sokobanah Daya, Kecamatan Sokobanah, Kabupaten Sampang, Jawa Timur",SPPG Sampang Sokobanah Sokobanah Daya 3
135,KALIMANTAN TIMUR,KUTAI KARTANEGARA,SANGA SANGA,SANGA-SANGA DALAM,"Sanga-Sanga Dalam, Kec. Sanga Sanga, Kab. Kutai Kartanegara, Kalimantan Timur",SPPG Kutai Kartanegara Sanga Sanga Sanga-sanga Dalam 3
136,JAWA TENGAH,BANYUMAS,KEMRANJEN,KECILA,Jl. Nasional III No.1 Pasewan Rt.06 Rw 02 Kecila Kemranjen Banyumas Jawa Tengah,SPPG Banyumas Kemranjen Kecila 2
137,JAWA TIMUR,LAMONGAN,KEDUNGPRING,SUKOMALO,"Mojoroto, Desa Sukomalo, Kec. Kedungpreng, Kab. Lamongan, Jawa Timur",SPPG Lamongan Kedungpring Sukomalo
138,JAWA BARAT,CIREBON,CILEDUG,CILEDUG KULON,"Blok Pon Rt.002. Rw.002 Desa/Kelurahan Ciledug Kulon, Kecamatan Ciledug, Kabupaten Cirebon Jawa Barat",SPPG Cirebon Ciledug Ciledug Kulon 2
139,JAWA BARAT,BEKASI,BABELAN,BAHAGIA,"Jl. Ujung Harapan No.30, Rt.008, Rw.005, Kel. Bahagia, Kec. Babelan, Kab. Bekasi, Jawa Barat 17350",SPPG Bekasi Babelan Bahagia 1
140,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,BAKTIJAYA,"Jl. Sakub Rt 05 Rw 25, Bakti Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat",SPPG Kota Depok Sukmajaya Baktijaya 5
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
141,JAWA TIMUR,MADIUN,MEJAYAN,KRAJAN,"Jl Panjaitan No. 72, Krajan, Mejayan, Kabupaten Madiun, Jawa Timur",SPPG Madiun Mejayan Krajan
142,BANTEN,TANGERANG,SEPATAN,KARET,"Jl. H. A Djuminta Kp. Teriti Rt. 001 Rw. 004 Desa Karet, Kec. Sepatan, Kab. Tangerang, Banten",SPPG Tangerang Sepatan Karet
143,SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,KARTINI,"Jl. Sultan Hasanudin, Kartini, Kec. Binjai Kota, Kota Binjai, Sumatera Utara",SPPG Kota Binjai Binjai Kota Kartini 2
144,KALIMANTAN BARAT,KUBU RAYA,SUNGAI KAKAP,PUNGGUR BESAR,"Jl. Pelita 3, Punggur Besar, Kec. Sungai Kakap, Kab. Kubu Raya, Kalimantan Barat",SPPG Kubu Raya Sungai Kakap Punggur Besar 2
145,JAWA BARAT,KOTA DEPOK,PANCORAN MAS,MAMPANG,"Jl. Damai 1, Kelurahan Mampang, Kecamatan Pancoran Mas, Kota Depok, Jawa Barat",SPPG Kota Depok Pancoran Mas Mampang 1
146,NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA,AIK MUAL,"Batu Tambun, Desa Aik Mual, Kec. Praya, Kab. Lombok Tengah, Nusa Tenggara Barat",SPPG Lombok Tengah Praya Aik Mual 2
147,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,KALI BAROS,"Jalan Dr. Sutomo No. 40, Kelurahan Kali Baros, Kecamatan Pekalongan Timur, Kota Pekalongan, Provinsi Jawa Tengah, 51128",SPPG Kota Pekalongan Pekalongan Timur Kali Baros 1
148,JAWA TENGAH,TEGAL,SURADADI,GEMBONGDADI,"Jl. Raya Balamoa Kedungjati Rt 07 Rw 4 Desa Gembongdadi, Kec. Suradadi, Kab. Tegal, Jawa Tengah",SPPG Tegal Suradadi Gembongdadi
149,JAWA TIMUR,BOJONEGORO,KANOR,TEMU,"Dusun Singkel Rt 004 Rw 006, Desa Temu, Kecamatan Kanor, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Kanor Temu
150,SULAWESI SELATAN,JENEPONTO,ARUNGKEKE,PALAJAU,"Bontoloe, Palajau, Kec. Arungkeke, Kab. Jeneponto, Sulawesi Selatan",SPPG Jeneponto Arungkeke Palajau
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
151,MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,JATI,"RT 013 - RW 007. Kelurahan Jati, Kecamatan Ternate Selatan, Kota Ternate, Provinsi Maluku Utara, 97716",SPPG Kota Ternate Kata Ternate Selatan Jati
152,KEPULAUAN RIAU,LINGGA,LINGGA,DAIK,"Jl. Baru Rt 001 Rw 004 Kampung Bugis, Kel. Daik, Kec. Lingga, Kab. Lingga, Kepulauan Riau",SPPG Lingga Lingga Daik 2
153,NUSA TENGGARA TIMUR,SIKKA,KANGAE,WATULIWUNG,"Wairhubing Rt 015 Rw 005 Desa Watuliwung, Kec. Kangae, Kab. Sikka, Nusa Tenggara Timur",SPPG Sikka Kangae Watuliwung 2
154,NUSA TENGGARA BARAT,BIMA,PALIBELO,PANDA,"Jl. Lintas Palibelo, Panda, Kec. Palibelo, Kab. Bima, Nusa Tenggara Barat",SPPG Bima Palibelo Panda
155,SUMATERA SELATAN,LAHAT,MERAPI BARAT,TELATANG,Desa Telatang Kecamatan Merapi Barat Kabupaten Lahat,SPPG Lahat Merapi Barat Telatang
156,JAWA BARAT,SUKABUMI,KALIBUNDER,KALIBUNDER,Kp. Kalibunder RT 001 RW 001 Desa. Kalibunder Kec. Kalibunder Kab. Sukabumi,SPPG Sukabumi Kalibunder Kalibunder
157,JAWA TIMUR,PAMEKASAN,LARANGAN,MONTOK,"Jl. Raya Pamekasan Sumenep No.96, Kaduara Barat, Montok, Kec. Larangan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Larangan Montok 2
158,JAWA TENGAH,PEKALONGAN,WIRADESA,GUMAWANG,"Desa Gumawang, Kecamatan Wiradesa, Kabupaten Pekalongan, Jawa Tengah",SPPG Pekalongan Wiradesa Gumawang 2
159,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,NGAMPILAN,NOTOPRAJAN,Jl. Munir No 267,SPPG Kota Yogyakarta Ngampilan Notoprajan
160,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,KOTAGEDE,PURBAYAN,"jl. Purbayan No.37 RT 55 RW 13, Purbayan, Kotagede, Kota Yogyakarta",SPPG Kota Yogyakarta Kotagede Purbayan 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
161,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATIWARINGIN,"Jl. Setia 1 G RT 005 RW 004 No 71, Jatiwaringin, Kec. Pondokgede, Kota Bekasi, Jawa Barat 17411",SPPG Kota Bekasi Pondokgede Jatiwaringin 4
162,SUMATERA SELATAN,KOTA PALEMBANG,ILIR TIMUR SATU,LIMA-BELAS ILIR,"Jl. Lakitan 15 Ilir, Kecamatan Ilir Timur 1, Kota Palembang, Sumatera Selatan",SPPG Kota Palembang Ilir Timur Satu Lima-belas Ilir
163,JAWA TENGAH,TEGAL,JATINEGARA,CERIH,"Jl. Dukuh Birman Kelurahan Cerih Kecematan Jatinegara Kabupaten Tegal, Jawa Tengah",SPPG Tegal Jatinegara Cerih 2
164,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,"Jl. Raya Tapos, Tapos, Kecamatan Tapos, Kota Depok, Jawa Barat",SPPG Kota Depok Tapos Tapos 7
165,JAWA TIMUR,NGANJUK,REJOSO,SUKOREJO,"Jl. Halim Perdana Kusuma, Rt.004 Rw.001, Sukorejo, Kec. Rejoso, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Rejoso Sukorejo 2
166,SUMATERA BARAT,PADANG PARIAMAN,BATANG GASAN,MALAI V SUKU,"Sungai Sarik, Malai V Suku, Kec. Batang Gasan, Kab. Padang Pariaman, Sumatera Barat",SPPG Padang Pariaman Batang Gasan Malai V Suku
167,SULAWESI SELATAN,KOTA PAREPARE,BACUKIKI BARAT,BUMI HARAPAN,"Jl. Hikmah Kel Bumi Harapan, Kec. Bacukiki Barat, Kota Pare pare, Prov Sulawesi Selatan, BUMI HARAPAN, BACUKIKI BARAT, KOTA PARE PARE, SULAWESI SELATAN",SPPG Kota Parepare Bacukiki Barat Bumi Harapan
168,JAWA TENGAH,PEMALANG,WARUNGPRING,CIBUYUR,"Desa Cibuyur, Kecamatan Warungpring, Kabupaten Pemalang, Jawa Tengah",SPPG Pemalang Warungpring Cibuyur 2
169,RIAU,ROKAN HULU,PENDALIAN IV KOTO,AIR PANAS,"Desa Air Panas, Kec. Pendalian IV Koto, Kab. Rokan Hulu, Riau",SPPG Rokan Hulu Pendalian Iv Koto Air Panas
170,BANTEN,TANGERANG,KELAPA DUA,BOJONG NANGKA,"Jl. Kampung Dukuh Pinang Gawir, Bojong Nangka, Kec. Kelapa Dua, Kab. Tangerang, Banten",SPPG Tangerang Kelapa Dua Bojong Nangka 7
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
171,JAWA TIMUR,BONDOWOSO,CURAHDAMI,PONCOGATI,"Jl. Diponegoro Rt 09 Rw 02 , Poncogati, Kec. Curahdami, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Curahdami Poncogati
172,JAWA TENGAH,KEBUMEN,PONCOWARNO,PONCOWARNO,"Jalan Raya Pencil km 5 Dukuh Mudal RT 02 RW 02,Desa Poncowarno, Kecamatan Poncowarno, Kebumen, Jawa Tengah",SPPG Kebumen Poncowarno Poncowarno
173,JAWA TENGAH,SUKOHARJO,SUKOHARJO,BEGAJAH,"Jalakan Rt 02 Rw 03 Begajah, Kecamatan Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah",SPPG Sukoharjo Sukoharjo Begajah
174,NUSA TENGGARA BARAT,LOMBOK UTARA,TANJUNG,SAMA GUNA,"Jalan Pekatan, Dusun Langgem Sari, Desa Sama Guna, Kecamatan Tanjung, Kabupaten Lombok Utara, Nusa Tenggara Barat",SPPG Lombok Utara Tanjung Sama Guna
175,JAWA BARAT,BOGOR,CIGOMBONG,CISALADA,"Kampung Cisalada Rt 02 / Rw 10, Desa. Cisalada, Kec. Cigombong, Kabupaten Bogor, Jawa Barat",SPPG Bogor Cigombong Cisalada
176,PAPUA PEGUNUNGAN,JAYAWIJAYA,HUBIKIAK,HETUMA,"Jl. Hom Hom Pikhe, Kampung Hetuma, Kec. Distrik Hubikiak, Kab. Jayawijaya, Papua Pegunungan",SPPG Jayawijaya Hubikiak Hetuma
177,LAMPUNG,LAMPUNG SELATAN,JATI AGUNG,JATI MULYO,"Jati Mulyo, Kec. Jati Agung, Kab, Lampung Selatan, Prov-Lampung",SPPG Lampung Selatan Jati Agung Jati Mulyo 2
178,JAWA TENGAH,BOYOLALI,CEPOGO,JELOK,"Jl. Boyolali Magelang, Dusun 3, Jelok, Cepogo, Kabupaten Boyolali, Jawa Tengah",SPPG Boyolali Cepogo Jelok
179,BENGKULU,LEBONG,URAM JAYA,EMBONG I,"Embong I, Kec. Uram Jaya, Kab. Lebong, Bengkulu",SPPG Lebong Uram Jaya Embong I
180,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,"Jl. Ciumbuleuit No.83, Hegarmanah, Kecamatan Cidadap, Kota Bandung, Jawa Barat",SPPG Kota Bandung Cidadap Hegarmanah 3
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
181,JAWA TIMUR,KEDIRI,WATES,WATES,"Jl. Asri, Dusun Bondo, Desa Wates, Kec. Wates, Kab. Kediri, Jawa Timur",SPPG Kediri Wates Wates
182,JAWA TIMUR,SITUBONDO,ASEMBAGUS,ASEMBAGUS,"Asembagus, Kec. Asembagus, Kab. Situbondo, Jawa Timur",SPPG Situbondo Asembagus Asembagus
183,SUMATERA UTARA,SIMALUNGUN,GUNUNG MALIGAS,KARANG SARI,"Jl. Siantar Serbelawan, Desa Karang Sari, Kec. Gunung Maligas, Kab. Simalungun",SPPG Simalungun Gunung Maligas Karang Sari 2
184,JAWA BARAT,SUKABUMI,CIDAHU,PASIRDOTON,"Kampung Pasirdoton Rt 02 Rw 01 Desa Pasirdoton, Kecamatan Cidahu, Kabupaten Sukabumi, Jawa Barat",SPPG Sukabumi Cidahu Pasirdoton
185,MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,TOGAWABESI,"Desa Togawa Besi, Kecamatan Galela Selatan, Kabupaten Halmahera Utara, Maluku Utara",SPPG Halmahera Utara Galela Selatan Togawabesi
186,LAMPUNG,TULANG BAWANG BARAT,LAMBU KIBANG,GUNUNG SARI,"Gunung Sari, Kecamatan Lambu Kibang, Kabupaten Tulang Bawang Barat, Lampung",SPPG Tulang Bawang Barat Lambu Kibang Gunung Sari
187,KALIMANTAN TIMUR,KUTAI KARTANEGARA,TENGGARONG SEBERANG,KERTA BUANA,"Jalan Poros L4 No 31 B RT 26 Kel Kerta Bhuana , Kec Tenggarong Sebrang , Kabupaten Kutai Kartanegara , Kalimantan Timur , 75572",SPPG Kukar Tenggarong Seberang Kerta Buana
188,JAWA TIMUR,PAMEKASAN,TLANAKAN,AMBAT,"Jl. Taman Sari No. 09, Ambat, Kec. Tlanakan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Tlanakan Ambat 2
189,JAWA TENGAH,BANYUMAS,KEMRANJEN,NUSAMANGIR,"Jl. Stasiun, Nusamangir RT 02 RW 01, Kemranjen, Banyumas , Jawa tengah",SPPG Banyumas Kemranjen Nusamangir
190,ACEH,ACEH TAMIANG,MANYAK PAYED,TANJUNG NERACA,"Desa Tanjong Neraca, Kec. Manyak Payed, Kab. Aceh Tamiang, Aceh",SPPG Aceh Tamiang Manyak Payed Tanjung Neraca
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
191,JAMBI,TANJUNG JABUNG TIMUR,MUARA SABAK BARAT,NIBUNG PUTIH,"Jalan Jenderal Sudirman, RT 03, Kelurahan Nibung Putih, Kecamatan Muara Sabak Barat, Kabupaten Tanjung Jabung Timur, Provinsi Jambi",SPPG Tanjung Jabung Timur Muara Sabak Barat Nibung Putih
192,JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,KEBON PISANG,"Jl. Naripan No.28B, Kelurahan Kebon Pisang, Kecamatan Sumur Bandung, Kota Bandung, Jawa Barat",SPPG Kota Bandung Sumur Bandung Kebon Pisang
193,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,"Jl. Cangkuang Rt 03 Rw 05 Desa Biru, Kec. Majalaya, Kab. Bandung, Jawa Barat",SPPG Bandung Majalaya Biru 4
194,BENGKULU,BENGKULU UTARA,KETAHUN,GIRI KENCANA,"Desa Giri Kencana Kec. Ketahun Bengkulu Utara, Kab. Bengkulu Utara, Bengkulu",SPPG Bengkulu Utara Ketahun Giri Kencana 1
195,JAWA TIMUR,KOTA SURABAYA,BUBUTAN,TEMBOK DUKUH,"Jl. Demak Madya No. 11 A, Tembok Dukuh, Kec. Bubutan, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Bubutan Tembok Dukuh
196,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,"Perum Permata Hijau II, Gang Nirwana, No. 8C 012/012 Kel. Grogol Selatan, Kec. Kebayoran Lama, Kota Adm. Jakarta Selatan, Dki Jakarta",SPPG Kota Adm. Jakarta Selatan Kebayoran Lama Grogol Selatan 2
197,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,"Jl. Inpres/Kampung Rawa Roko, Rt. 04/Rw. 04, Kelurahan Bojong Rawalumbu, Kecamatan Rawalumbu, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 10
198,JAWA TIMUR,PASURUAN,POHJENTREK,PARASREJO,"Dusun Panulupan Musholla, Rt.001/Rw.003, Parasrejo, Kec. Pohjentrek, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Pohjentrek Parasrejo
199,BANTEN,LEBAK,CIKULUR,CIKULUR,"Kampung Baluk, Cikulur, Kec. Cikulur, Kab. Lebak, Banten",SPPG Lebak Cikulur Cikulur 3
200,JAWA TENGAH,SRAGEN,KALIJAMBE,SAREN,"Dukuh Saren, Desa Saren, Kecamatan Kalijambe, Kabupaten Sragen, Jawa Tengah",SPPG Sragen Kalijambe Saren
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
201,JAWA TENGAH,PURWOREJO,KALIGESING,KALIGONO,"Jl. Ngaran RT.01/RW.08, Dusun Tumpangrejo, Desa Kaligono, Kec. Kaligesing, Kab. Purworejo, Jawa Tengah",SPPG Purworejo Kaligesing Kaligono
202,JAWA BARAT,SUBANG,PAGADEN,SUKAMULYA,"Kampung Rancabogo RT 016 RW 004, Desa Sukamulya, Kecamatan Pagaden, Kabupaten Subang, Jawa Barat",SPPG Subang Pagaden Sukamulya 3
203,PAPUA PEGUNUNGAN,LANNY JAYA,MAKKI,KEMIRI,"Yugumia, Kecamatan Makki, Kabupaten Lanny Jaya, Papua Pegunungan",SPPG Lanny Jaya Makki Kemiri
204,PAPUA TENGAH,MIMIKA,WANIA,KAMORO JAYA,"Jl Irigasi, Gang Kelapa Gading",SPPG Mimika Wania Kamoro Jaya 1
205,NUSA TENGGARA TIMUR,MALAKA,WELIMAN,TAABA,"Jl. Ahmad Yani, Taaba, Rt/Rw 007/004, Desa Taaba, Kecamatan Weliman, Kabupaten Malaka, Nusa Tenggara Timur",SPPG Malaka Weliman Taaba
206,SULAWESI TENGGARA,KONAWE,UNAAHA,AROMBU,"Jl. Anoa No. 333, Kel. Arombu , Kec. Unaaha,, Arombu, Unaaha, Kab. Konawe, Sulawesi Tenggara",SPPG Konawe Unaaha Arombu
207,JAWA TIMUR,LAMONGAN,MODO,KEDUNGREJO,"Dusun Karangpilang Rt 004 Rw 001, Desa Kedungrejo, Kecamatan Modo, Kabupaten Lamongan, Jawa Timur",SPPG Lamongan Modo Kedungrejo
208,JAWA TENGAH,BREBES,SONGGOM,SONGGOM,"Jl. Pejagan - Bumiayu, Lapangan Tembak Kodim, Songgom, Kec. Songgom, Kab. Brebes",SPPG Brebes Songgom Songgom
209,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,NAGARASARI,"Kampung Cikalang Girang No.115 Kel. Nagarasari, Kec. Cipedes, Kota Tasikmalaya, Jawa Barat",SPPG Kota Tasikmalaya Cipedes Nagarasari 6
210,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,SIMPANG,SINAR MULYO,"Desa Sinar Mulyo, Kecamatan Simpang, Kabupaten Ogan Komering Ulu Selatan, Provinsi Sumatera Selatan",SPPG Ogan Komering Ulu Selatan Simpang Sinar Mulyo
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
211,JAWA TIMUR,MALANG,WAJAK,SUKOLILO,"Sukolilo Napel Rt. 03 Rw. 01, Kecamatan Wajak, Kabupaten Malang, Jawa Timur",SPPG Malang Wajak Sukolilo 3
212,ACEH,ACEH BESAR,INDRAPURI,SINYEU,Jl. Banda Aceh Medan Desa Sinyeu Kec. Indrapuri Kab. Aceh Besar Provinsi Aceh,SPPG Aceh Besar Indrapuri Sinyeu
213,JAWA BARAT,INDRAMAYU,TERISI,CIKAWUNG,"Jl. Raya Cikawung-Cikamurang Rt/Rw 018/005 Desa Cikawung Kec. Terisi Kab. Indramayu, Jawa Barat",SPPG Indramayu Terisi Cikawung
214,SUMATERA UTARA,DAIRI,PARBULUAN,PARBULUAN III,"Huta Betlehem Sinaga Parbuluan III, Kecamatan Parbuluan, Kabupaten Dairi, Sumatera Utara",SPPG Dairi Parbuluan Parbuluan III
215,BALI,TABANAN,KEDIRI,ABIAN TUWUNG,"Banjar Koripan Kaja, Kecamatan Kediri, Kabupaten Tabanan, Bali",SPPG Tabanan Kediri Abian Tuwung
216,JAWA TIMUR,MAGETAN,PANEKAN,TURI,"Area Persawahan, Desa Turi, Kecamatan Panekan, Kabupaten Magetan, Jawa Timur",SPPG Magetan Panekan Turi
217,JAWA TENGAH,BLORA,BLORA,ANDONGREJO,"Desa Sndongrejo, Rt. 01 Rw. 05, Kec. Blora, Kab. Blora, Jawa Tengah",SPPG Blora Blora Andongrejo 2
218,JAWA BARAT,SUMEDANG,RANCAKALONG,NAGARAWANGI,"Dusun Cileutik Rt 04 Rw 02, Desa Nagarawangi, Kecamatan Rancakalong, Kabupaten Sumedang, Jawa Barat.",SPPG Sumedang Rancakalong Nagarawangi 2
219,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,"Jl. Harsono RM No.54 8, RT.8/RW.4, 12160",SPPG Jaksel Pasar Minggu Ragunan 1
220,JAWA BARAT,BOGOR,BABAKAN MADANG,CITARINGGUL,"Jl. Raya Babakan Madang, Citaringgul, Kecamatan Babakan Madang, Kabupaten Bogor, Jawa Barat",SPPG Bogor Babakan Madang Citaringgul
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
