221,JAWA BARAT,KARAWANG,TELAGASARI,PASIRTALAGA,Dusun Pasirtalaga II RTRW 012,SPPG Karawang Telagasari Pasirtalaga
222,JAWA TIMUR,MOJOKERTO,PURI,KEBONAGUNG,"Sumber Sroyo, Kebonagung, Kecamatan Puri, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Puri Kebonagung
223,SUMATERA UTARA,ASAHAN,KOTA KISARAN BARAT,SEI RENGGAS,"Jl. Kancil, Sei Renggas, Kec. Kota Kisaran Barat, Kab. Asahan, Sumatera Utara",SPPG Asahan Kota Kisaran Barat Sei Renggas 3
224,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,CILEMBANG,"Kel. Cilembang Kec. Cihideung, Kota Tasikmalaya, Jawa Barat",SPPG Kota Tasikmalaya Cihideung Cilembang 4
225,SUMATERA UTARA,PADANG LAWAS UTARA,PADANG BOLAK,HUTALOMBANG,"Jl. Hutaimbaru Gunung Tua, Hutalombang, Kec. Padang Bolak, Kab. Padang Lawas Utara, Sumatera Utara",SPPG Padang Lawas Utara Padang Bolak Hutalombang 2
226,JAWA BARAT,SUKABUMI,CIDAHU,CIDAHU,"Jl. Raya Cidahu, Cidahu, Kec. Cidahu, Kab. Sukabumi, Jawa Barat",SPPG Sukabumi Cidahu Cidahu 3
227,JAMBI,MUARO JAMBI,MESTONG,TEMPINO,"Jalan Raya Palembang Jambi Kilometer 28 Nomor 35, Desa Tempino, Kecamatan Mestong, Kabupaten Muaro Jambi, Provinsi Jambi",SPPG Muaro Jambi Mestong Tempino
228,JAWA TENGAH,PURBALINGGA,BOBOTSARI,MAJAPURA,"Jl. Sersan Sayun, Dusun 1 Majapura, Kec. Bobotsari, Kab. Purbalingga, Jawa Tengah",SPPG Purbalingga Bobotsari Majapura
229,JAWA BARAT,BEKASI,SETU,CIKARAGEMAN,"Kampung Sadang, Desa Cikarageman, Rt 02 Rw 01 Kecamatan Setu, Kabupaten Bekasi, Jawa Barat",SPPG Bekasi Setu Cikarageman 2
230,JAWA TIMUR,KEDIRI,NGASEM,TUGUREJO,"Jl. Sumatera Jaya, Desa Tugurejo, Dusun Jeruk Rt 04 Rw 04, Kecamatan Ngasem, Kabupaten Kediri, Jawa Timur",SPPG Kediri Ngasem Tugurejo
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
231,JAWA BARAT,CIREBON,DUKUPUNTANG,SINDANGJAWA,"Jl. Nyi Ageng Serang Rt 001 Rw 002 Desa Sindangjawa Kecamatan Dukupuntang Kabupaten Cirebon, Jawa Barat",SPPG Cirebon Dukupuntang Sindangjawa
232,KALIMANTAN TENGAH,BARITO SELATAN,DUSUN SELATAN,HILIR SEPER,Jl. Tugu Nomor 14 Buntok Kec. Dusun Selatan Kab. Barito Selatan Kalimantan Tengah,SPPG Barito Selatan Dusun Selatan Hilir Seper 2
233,JAWA TENGAH,KLATEN,KLATEN UTARA,GERGUNUNG,"Jl. Ki Ageng Panjawi, Pondok, Gergunung, Kecamatan Klaten Utara, Kabupaten Klaten, Jawa Tengah",SPPG Klaten Klaten Utara Gergunung 2
234,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,CIREUNDEU,"Jl. Gunung Indah VII No.29, Cireundeu, Kec. Ciputat Timur, Kota Tangerang Selatan, Banten",SPPG Kota Tangsel Ciputat Timur Cireundeu 2
235,JAWA TIMUR,PASURUAN,POHJENTREK,WARUNGDOWO,"Jl. Raya Warungdowo Barat No 8, Warungdowo, Kec. Pohjentrek, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Pohjentrek Warungdowo
236,BANTEN,TANGERANG,PANONGAN,MEKAR BAKTI,"Jl. Citra Raya Utama Timur B, Mekar Bakti, Kec. Panongan, Kabupaten Tangerang, Banten 15710, Mekar Bakti, Panongan, Kab. Tangerang, Banten",SPPG Tangerang Panongan Mekar Bakti 1
237,NUSA TENGGARA BARAT,LOMBOK BARAT,GERUNG,GERUNG UTARA,"Jl. Raya Lembar Gerung, Gerung Utara, Kec. Gerung, Kab. Lombok Barat, Nusa Tenggara Barat",SPPG Lombok Barat Gerung Gerung Utara 2
238,JAWA BARAT,CIREBON,GEGESIK,GEGESIK KIDUL,"Jalan Raya Gegesik No. 20, Desa Gegesik Kidul, Kecamatan Gegesik, Kabupaten Cirebon, Jawa Barat.",SPPG Cirebon Gegesik Gegesik Kidul 2
239,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,BATANG ALAI SELATAN,WAWAI GARDU,"Jl. Kesatria, Wawai Gardu, Wawai Gardu, Kec. Batang Alai Selatan, Kab. Hulu Sungai Tengah, Kalimantan Selatan",SPPG Hulu Sungai Tengah Batang Alai Selatan Wawai Gardu
240,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,GIRIMAYA,SRIWIJAYA,"JL. BERLIAN VI, RT/RW. 006/003, Kel. Sriwijaya, Kec. Girimaya, Kota. Pangkalpinang, Prov. Kepulauan Bangka Belitung, 33143",SPPG Kota Pangkal Pinang Girimaya Sriwijaya
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
241,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,KERTAMAYA,"Jl. Bojong Margasri Rt.02/Rw.06, Kertamaya, Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat",SPPG Kota Bogor Bogor Selatan Kertamaya
242,JAWA TENGAH,BANJARNEGARA,SUSUKAN,KEDAWUNG,"Desa Kedawung Rt 1 Rw 4 Kecamatan Susukan Kabupaten Banjarnegara, Jawa Tengah",SPPG Banjarnegara Susukan Kedawung
243,JAWA BARAT,KOTA DEPOK,CILODONG,SUKAMAJU,"Jl. Kampung Sidamukti, Kel. Sukamaju, Kec. Cilodong, Kota Depok, Jawa Barat",SPPG Kota Depok Cilodong Sukamaju 9
244,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,PAKEM,HARJOBINANGUN,"Jl. Boyong Km. 1 No.5, Trojayan, Harjobinangun, Kec. Pakem, Kab. Sleman, Daerah Istimewa Yogyakarta",SPPG Sleman Pakem Harjobinangun 3
245,JAWA BARAT,BANDUNG BARAT,LEMBANG,GUDANGKAHURIPAN,"Jl. Bukanagara II No.3, Kayuambon, Kecamatan Lembang, Kabupaten Bandung Barat, Jawa Barat",SPPG Bandung Barat Lembang Gudangkahuripan
246,JAWA TIMUR,PASURUAN,TUTUR,WONOSARI,"Jl. Raya Mesagi Wonosari, Kecamatan Tutur, Kabupaten Pasuruan, Jawa Timur",SPPG Pasuruan Tutur Wonosari
247,JAWA BARAT,KOTA CIREBON,KESAMBI,DRAJAT,"Jl. Kesambi No 121B Kelurahan Drajat Kecamatan Kesambi, Kota Cirebon, Jawa Barat",SPPG Kota Cirebon Kesambi Drajat 2
248,ACEH,KOTA SABANG,SUKAKARYA,KUTA BARAT,"Jurong kebun merica, Gampong Kuta Barat, Kecamatan Sukakarya Kota Sabang, Provinsi Aceh",SPPG Kota Sabang Sukakarya Kuta Barat
249,JAWA TENGAH,PURBALINGGA,PENGADEGAN,KARANGJOHO,"Desa Karangjoho RT 009 RW 003, Kecamatan Pengadegan, Kabupaten Purbalingga, Jawa Tengah",SPPG Purbalingga Pengadegan Karangjoho
250,BALI,GIANYAR,GIANYAR,BAKBAKAN,"Banjar Kangingan, Bakbakan, Kec. Gianyar, Kab. Gianyar, Bali",SPPG Gianyar Gianyar Bakbakan 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
251,JAMBI,KOTA JAMBI,JELUTUNG,HANDIL JAYA,"Jalan Agus Salim, Kelurahan Handil Jaya, Kecamatan Jelutung, Kota Jambi, Jambi",SPPG Kota Jambi Jelutung Handil Jaya 2
252,JAWA BARAT,BANDUNG,ARJASARI,LEBAKWANGI,"Jl. Anday Rt.002 Rw. 002 Desa Lebakwangi Kec. Arjasari, Kab. Bandung, Jawa Barat",SPPG Bandung Arjasari Lebakwangi 2
253,SULAWESI SELATAN,MAROS,MARUSU,MA'RUMPA,Jalan Ruko Marumpa Nomor 21/22,SPPG Maros Marusu Ma`rumpa 4
254,BANTEN,LEBAK,RANGKASBITUNG,CIJORO LEBAK,"⁠Kampung Salahaur Rt 06. Rw 10. Kelurahan Cijoro Lebak, Kecamatan Rangkasbitung, Kabupaten Lebak, Banten",SPPG Lebak Rangkasbitung Cijoro Lebak 4
255,LAMPUNG,LAMPUNG BARAT,WAY TENONG,PAJAR BULAN,"Jl. Lintas Liwa Kelurahan Pajar Bulan, Kecataman Way Tenong, Kabupaten Lampung Barat, Lampung",SPPG Lampung Barat Way Tenong Pajar Bulan 2
256,JAWA TENGAH,CILACAP,GANDRUNGMANGU,WRINGINHARJO,"Jalan Raya Karangpucung - Sidareja, Wringinharjo, Kecamatan Gandrungmangu Kabupaten Cilacap, Provinsi Jawa Tengah",SPPG Cilacap Gandrungmangu Wringinharjo
257,NUSA TENGGARA TIMUR,MANGGARAI,CIBAL,NENU,"Teruk, Rt 002 Rw 001, Desa Nenu, Kec. Cibal, Kab. Manggarai, Nusa Tenggara Timur",SPPG Manggarai Cibal Nenu
258,JAWA BARAT,BANDUNG,KATAPANG,BANYUSARI,"Ranca Kembang, Banyusari, Kec. Katapang, Kab. Bandung, Jawa Barat",SPPG Bandung Katapang Banyusari 4
259,JAWA TIMUR,TUBAN,SEMANDING,GEDONGOMBO,"Lingkungan Widengan Rt.005 Rw.010 Kel. Gedongombo Kec. Semanding Kab. Tuban, Jawa Timur",SPPG Tuban Semanding Gedongombo 6
260,NUSA TENGGARA BARAT,LOMBOK TIMUR,MASBAGIK,PAOKMOTONG,"Jl. Jurusan Paok Motong Padmara, Paokmotong, Kec. Masbagik, Kab. Lombok Timur, Nusa Tenggara Barat",SPPG Lombok Timur Masbagik Paokmotong 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
261,NUSA TENGGARA BARAT,DOMPU,WOJA,KANDAI II,"Jalan Ompu Beko Kode POS 84218, KANDAI II, WOJA, KAB. DOMPU, NUSA TENGGARA BARAT",SPPG Dompu Woja Kandai II
262,NUSA TENGGARA TIMUR,NAGEKEO,BOAWAE,RAJA TIMUR,"Raja Timur, Kec. Boawae, Kab. Nagekeo, Nusa Tenggara Timur",SPPG Nagekeo Boawae Raja Timur
263,BALI,KARANGASEM,KARANGASEM,SUBAGAN,"Jl. Nenas No 10, Subagan, Kec. Karangasem, Kab. Karangasem, Bali",SPPG Karangasem Karangasem Subagan 3
264,JAWA TENGAH,BANYUMAS,KEMRANJEN,PAGERALANG,"Jalan Raya Buntu Timur Km 01, Kemranjen - Banyumas, Pageralang, Kecamatan Kemranjen, Kabupaten Banyumas, Jawa Tengah",SPPG Banyumas Kemranjen Pageralang
265,JAWA BARAT,BOGOR,TAMANSARI,TAMANSARI,"Jl. Raya Kapten Yusuf, Kp Pasireurih RT002 RW010 Desa Tamansari, Kec. Tamansari Kab. Bogor",SPPG Bogor Tamansari Tamansari 4
266,SUMATERA UTARA,DELI SERDANG,PERCUT SEI TUAN,SAENTIS,"Dusun XIV Abioso, Desa Saentis, Kec. Percut Sei Tuan, Kab. Deli Serdang, Sumatera Utara",SPPG Deli Serdang Percut Sei Tuan Saentis
267,JAWA BARAT,BOGOR,CISEENG,PUTAT NUTUG,"Jl. H. Miing Desa No. 2 Rt 04 Rw 02 Putat Nutug, Kec. Ciseeng Kab. Bogor, Jawa Barat",SPPG Bogor Ciseeng Putat Nutug 2
268,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,TEGAL GUNDIL,VILLA CITRA III BLOK E No.8 BANTARJATI,SPPG Kota Bogor Bogor Utara tegal Gundil 1
269,JAWA BARAT,KOTA DEPOK,LIMO,GROGOL,"Jl. Mampang Indah I Kampung Rawakalong No.96, Rt. 003 Rw. 007, Grogol, Kecamatan Limo, Kota Depok, Jawa Barat",SPPG Kota Depok Limo Grogol 2
270,JAWA TIMUR,BANGKALAN,GEGER,CAMPOR,"Jl. Kmp Pasar Lajuh 001/002, Campor 1, Campor, Kec. Geger, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Geger Campor 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
271,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,SETU,"Jl. Pagelarang, No. 6, Rt. 3 Rw. 1, Setu, Kec. Cipayung, Kota Adm. Jakarta Timur, Dki Jakarta",SPPG Jaktim Cipayung Setu 6
272,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG SENANG,LABUHAN DALAM,"Jalan Sandi Hasan Nomor 99 RT/LK 04/II , Kelurahan Labuhan Dalam, Kecamatan Tanjung Senang, Kota Bandar Lampung, Provinsi Lampung",SPPG Kota Bandar Lampung Tanjung Senang Labuhan Dalam
273,KALIMANTAN TIMUR,PASER,TANAH GROGOT,JONE,Jl. Merawen RT 01,SPPG Paser Tanah Grogot Jone
274,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CAKUNG,PENGGILINGAN,"Jl. Raya Penggilingan 13-18 RT006 RW006 , PENGGILINGAN, CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA",SPPG Jaktim Cakung Penggilingan 4
275,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIKRAMAT,"Jl. Jatikramat Indah II No. 1 Rt 04, Rw. 11, Jatikramat Bulak, Kecamatan Jatiasih, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Jatiasih Jatikramat 3
276,NUSA TENGGARA BARAT,LOMBOK TENGAH,JONGGAT,PERINA,"Desa Perina, Kecamatan Jonggat, Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat.",SPPG Lombok Tengah Jonggat Perina
277,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIKRAMAT,"Jl. Dr. Ratna No.70, RT 003/RW 002, Kelurahan Jatikramat, Kecamatan Jatiasih, Kota Bekasi, Provinsi Jawa Barat",SPPG Kota Bekasi Jatiasih Jatikramat 2
278,JAWA BARAT,CIAMIS,CIAMIS,MALEBER,"Jl. R. E. Martadinata No.99, Maleber, Kec. Ciamis, Kab. Ciamis, Jawa Barat",SPPG Ciamis Ciamis Maleber
279,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,WARUDOYONG,"Jl. Pelabuhan 2 No.134, Rt 01 Rw 05, Kel Warudoyong Kec Warudoyong, Kota Sukabumi",SPPG Kota Sukabumi Warudoyong Warudoyong 2
280,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,SEMENDAWAI BARAT,TANJUNG KUKUH,"Jalan Lintas Betung-Petanggan, Ancak, Desa Tanjung Kukuh, Kecamatan Semendawai Barat, Kabupaten Ogan Komering Ulu Timur, Provinsi Sumatera Selatan",SPPG OKUT Semendawai Barat Tanjung Kukuh 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
281,SULAWESI TENGAH,SIGI,DOLO SELATAN,WALATANA,"Jl. Poros Palu Bangga, Desa Walatana, Kecamatan Dolo Selatan, Kabupaten Sigi, Sulawesi Tengah",SPPG Sigi Dolo Selatan Walatana 4
282,JAWA TIMUR,LUMAJANG,YOSOWILANGUN,KRAI,"Dusun Sentono, Desa Krai, Kecamatan Yosowilangun, Kabupaten Lumajang, Jawa Timur",SPPG Lumajang Yosowilangun Krai 2
283,JAWA TENGAH,KUDUS,KOTA KUDUS,SINGOCANDI,"Desa Singocandi Kecamatan Kota Kabupaten Kudus, Jawa Tengah",SPPG Kudus Kota Kudus Singocandi 3
284,BANTEN,KOTA TANGERANG SELATAN,PAMULANG,KEDAUNG,"Jl. H. Taip No.9, Kedaung, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415",SPPG Kota Tangsel Pamulang Kedaung 1
285,JAWA BARAT,BANDUNG,CICALENGKA,NARAWITA,"Kp. cisereuh RT002/Rw002, Desa. Narawita, Kec. Cicalengka, Kab. Bandung, Jawa Barat",SPPG Bandung Cicalengka Narawita 2
286,JAWA TIMUR,GRESIK,WRINGINANOM,WATESTANJUNG,"Ngampon Rt.011 Rw.003, Watestanjung, Kec. Wringinanom, Kab. Gresik, Jawa Timur",SPPG Gresik Wringinanom Watestanjung 2
287,JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,SITUMEKAR,Jl.Kibitay Kp.Bangsanaya Rt.03/07,SPPG Kota Sukabumi Lembursitu Situmekar 2
288,JAWA TIMUR,PASURUAN,BANGIL,KALIANYAR,"Jl. Kakap, Satak, Kalianyar, Kec. Bangil, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Bangil Kalianyar
289,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,"Jl. Sunter Mas Barat I, Blok H9 No. 3. Rt/Rw. 02/08, Kel. Sunter Jaya, Kec. Tanjung Priok, Kota Adm. Jakarta Utara, Dki Jakarta",SPPG Jakut Tanjung Priok Sunter Jaya 2
290,JAWA TENGAH,PEKALONGAN,KARANGANYAR,KARANGSARI,"Mlatensatu, Karangsari, Kec. Karanganyar, Kab. Pekalongan, Jawa Tengah",SPPG Pekalongan Karanganyar Karangsari
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
291,JAWA BARAT,KARAWANG,KOTA BARU,PUCUNG,"Jalan Mashudi RT.001/RW.004, Desa Pucung, Kecamatan Kotabaru, Kabupaten Karawang, Jawa Barat",SPPG Karawang Kota Baru Pucung 1
292,NUSA TENGGARA BARAT,LOMBOK TENGAH,PRINGGARATA,BAGU,Jln Haji Badaruddin Dusun Bagu Barat Desa Bagu,SPPG Lombok Tengah Pringgarata Bagu
293,JAWA TENGAH,DEMAK,KEBONAGUNG,MIJEN,"Jl. Gubug Purwodadi Desa Mijen, Kec. Kebonagung Kabupaten Demak Jawa Tengah",SPPG Demak Mijen Mijen 2
294,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,CILAME,"Desa Cilame, Kec. Ngamprah, Kab. Bandung Barat, Jawa Barat",SPPG Bandung Barat Ngamprah Cilame 5
295,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,PASIR IMPUN,"Jl. Arcamanik No. 41A, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat",SPPG Kota Bandung Mandalajati Pasir Impun 3
296,BENGKULU,KOTA BENGKULU,SELEBAR,PAGAR DEWA,"Jalan R.E. Martadinata No. 6, RT 043 RW 008, Kelurahan Pagar Dewa, Kecamatan Selebar, Kota Bengkulu, Provinsi Bengkulu",SPPG Kota Bengkulu Selebar Pagar Dewa
297,JAWA TENGAH,MAGELANG,BOROBUDUR,KARANGANYAR,"Ngadiwinatan 1, Karanganyar, Kecamatan Borobudur, Kabupaten Magelang, Jawa Tengah",SPPG Magelang Borobudur Karanganyar
298,LAMPUNG,KOTA BANDAR LAMPUNG,SUKABUMI,SUKABUMI,"Jl. Tirtayasa Pojok Gang Mentru, Sukabumi, Kec. Sukabumi, Kota Bandar Lampung, Lampung",SPPG Kota Bandar Lampung Sukabumi Sukabumi 7
299,JAWA TIMUR,BLITAR,WONODADI,KUNIR,"Desa Kunir, Rt. 01 Rw. 07, Kecamatan Wonodadi, Kabupaten Blitar, Jawa Timur",SPPG Blitar Wonodadi Kunir 3
300,SULAWESI SELATAN,BANTAENG,BISSAPPU,BONTO JAI,"Jl. Poros Bantaeng-Jeneponto, KM 7",SPPG Bantaeng Bissappu Bonto Jai
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
301,SUMATERA UTARA,DELI SERDANG,PANTAI LABU,KELAMBIR,"Jl. Besar Kelambir Dusun 2, Kelambir, Kec. Pantai Labu, Kab. Deli Serdang, Sumatera Utara",SPPG Deli Serdang Pantai Labu Kelambir
302,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,BANTARGEBANG,"Jl. Danau Toba Raya B 8 Blok B 8 No.19, Rt. 002 Rw. 005, Bantargebang, Kec. Bantargebang, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Bantargebang Bantargebang 4
303,JAWA TENGAH,PEMALANG,PEMALANG,KEBONDALEM,Jl. Brantas Kebondalem Kec. Pemalang Kab. Pemalang Jawa Tengah,SPPG Pemalang Pemalang Kebondalem 3
304,JAWA TIMUR,MALANG,BANTUR,BANTUR,"Jl. Raya Bantur No 1014, Bantur, Kec. Bantur, Kab. Malang, Jawa Timur",SPPG Malang Bantur Bantur
305,JAWA BARAT,BANDUNG,MAJALAYA,MAJAKERTA,"Jl. Panyadap Rt.02 Rw.014, Desa Majakerja, Kecamatan Majalaya, Kabupaten Bandung, Jawa Barat",SPPG Bandung Majalaya Majakerta
306,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,"Jl. Slamet Riyadi 4 No 15, Kebon Manggis, Matraman, Kota Adm. Jakarta Timur, Dki Jakarta",SPPG Jaktim Matraman Kebon Manggis 2
307,JAWA BARAT,GARUT,BL. LIMBANGAN,CIGAGADE,"Kampung Babakan Jeruk Rt.001/Rw.002 Desa Cigagade, Kecamatan Limbangan, Kabupaten Garut, Provinsi Jawa Barat",SPPG Garut Bl. Limbangan Cigagade 2
308,NUSA TENGGARA BARAT,LOMBOK TIMUR,PRINGGASELA,REMPUNG,Jl. Raya Sukamulia Rempung Desa Rempung Kecamatan Pringgasela Kabupaten Lombok Timur Provinsi Nusa Tenggara Barat,SPPG Lombok Timur Pringgasela Rempung
309,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,"Jl. Hegarbudi No 80/66, Rt 02 Rw 08, Kel. Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",SPPG Kota Bandung Cidadap Hegarmanah 5
310,JAWA TIMUR,JOMBANG,JOMBANG,PULOLOR,"Gentengan, Gang IV No.35 B, Pulolor, Kec. Jombang, Kab. Jombang, Jawa Timur",SPPG Jombang Jombang Pulolor 3
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
311,BENGKULU,BENGKULU SELATAN,KOTA MANNA,PASAR BARU,Jl. Gama I Kelurahan Pasar Baru Kecamatan Kota Manna Kabupaten Bengkulu Selatan,SPPG Bengkulu Selatan Kota Manna Pasar Baru
312,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,MAKASAR,MAKASAR,"Jl. Kerja Bakti No. 17, Rt. 01 Rw. 04, Makasar, Kec. Makasar, Kota Adm. Jakarta Timur, Dki Jakarta",SPPG Kota Adm. Jakarta Timur Makasar Makasar 2
313,JAWA TENGAH,DEMAK,SAYUNG,PURWOSARI,"Purwosari, Kecamatan Sayung, Kabupaten Demak, Jawa Tengah",SPPG Demak Sayung Purwosari
314,JAWA BARAT,KOTA DEPOK,SAWANGAN,PASIR PUTIH,"Jl. Raya Pasir Putih No. 17, Rt 004 Rw 004, Kel. Pasir Putih, Kec. Sawangan, Kota Depok, Jawa Barat",SPPG Kota Depok Sawangan Pasir Putih 5
315,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,"Jl.Bekasi Timur Raya KM 17 No 83,Jatinegara Kaum, Pulogadung, Jakarta Timur, DKI Jakarta 13250",SPPG Jaktim Pulogadung Jatinegara Kaum 2
316,JAWA BARAT,SUBANG,SUBANG,DANGDEUR,"Blok. Cicadas Rw 20, Dangdeur, Kec. Subang, Kab. Subang, Jawa Barat",SPPG Subang Subang Dangdeur 4
317,JAWA TENGAH,SEMARANG,UNGARAN BARAT,BANDARJO,"Jalan Marwa 2, Perum Griya Sakinah, RT 012/RW 006, Desa Bandarjo, Kecamatan Ungaran Barat, Kabupaten Semarang, Provinsi Jawa Tengah",SPPG Semarang Ungaran Barat Bandarjo
318,JAWA TIMUR,KOTA MALANG,KLOJEN,KASIN,"Jl. Pulau Sayang No 20A, Kasin, Kec. Klojen, Kota Malang, Jawa Timur",SPPG Kota Malang Klojen Kasin 3
319,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,BENTENG,Jl. Babakan sirna No.3 Kota Sukabumi Kelurahan Benteng Kecamatan Warudoyong Kota Sukabumi,SPPG Kota Sukabumi Warudoyong Benteng
320,SUMATERA UTARA,LANGKAT,STABAT,ARA CONDONG,"Jl. Stabat Secanggang, Ara Condong, Kec. Stabat, Kab. Langkat, Sumatera Utara",SPPG Langkat Stabat Ara Condong 3
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
321,JAWA BARAT,TASIKMALAYA,BOJONGASIH,GIRIJAYA,"Jl. Bojongasih, Girijaya, Kec. Bojongasih, Kab. Tasikmalaya, Jawa Barat",SPPG Tasikmalaya Bojongasih Girijaya
322,JAWA BARAT,CIANJUR,PACET,GADOG,Jl. Gadog 1 Desa Gadog Kec. Pacet Kab. Cianjur Jawa Barat,SPPG Cianjur Pacet Gadog
323,BANTEN,PANDEGLANG,PANIMBANG,PANIMBANGJAYA,"Jl. Raya Tanjung Lesung Km. 19, Kampung Bandengan, Rt. 004 Rw. 006, Desa Panimbangjaya, Kec. Panimbang, Kab. Pandeglang, Banten",SPPG Pandeglang Panimbang Panimbangjaya 5
324,JAWA TIMUR,NGAWI,GENENG,KLITIK,"Dusun. Dungredjo RT 05 RW 04, Desa. Klitik, Kecamatan Geneng, Kabupaten Ngawi, Provinsi Jawa Timur",SPPG Ngawi Geneng Klitik 2
325,JAWA TENGAH,BREBES,TANJUNG,KEMURANG KULON,"Jl. Jalak No. 09, Desa Kemurang Kulon Rt 05 Rw 02, Kemurang Kulon, Tanjung, Kab. Brebes, Jawa Tengah",SPPG Brebes Tanjung Kemurang Kulon 3
326,JAWA TIMUR,SIDOARJO,SUKODONO,MASANGANKULON,"Jl. Griya Bhayangkara Rt 017 Rw 006, Masangankulon, Kec. Sukodono, Kab. Sidoarjo, Jawa Timur",SPPG Sidoarjo Sukodono Masangankulon
327,BANTEN,KOTA CILEGON,JOMBANG,JOMBANG WETAN,"Jl. Raya Kranggot, Dapur 2 Kelurahan Jombang Wetan, Kecamatan Jombang, Kota Cilegon, Banten",SPPG Kota Cilegon Jombang Jombang Wetan 6
328,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,"Jl. Salam III No. 3 Rt005 Rw006, Kel. Sukabumi Utara, Kec. Kebon Jeruk, Kota Adm. Jakarta Barat, Dki Jakarta",SPPG Jakbar Kebon Jeruk Sukabumi Utara 4
329,BALI,GIANYAR,SUKAWATI,BATUBULAN,"Jl. Raya Batubulan No.11, Batubulan, Kec. Sukawati, Kab. Gianyar, Bali",SPPG Gianyar Sukawati Batubulan 3
330,NUSA TENGGARA TIMUR,SIKKA,ALOK BARAT,WAILITI,Wairbor RT 021 RW 003,SPPG Sikka Alok Barat Wailiti
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
331,JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNGMENYAN,"Jl. Gunung Menyan Sebrang, Rt 002 Rt 007, Desa Gunungmenyan, Kec. Pamijahan, Kab. Bogor, Jawa Barat",SPPG Bogor Pamijahan Gunungmenyan 2
